"Gene","SNAI2_Down"
"KIAA0384",0
"KIAA0386",0
"KIAA0390",0
"KIAA0391",0
"KIAA0393",0
"KIAA0395",0
"KIAA0397",0
"KIAA0399",0
"KIAA0401",0
"KIAA0404",0
"KIAA0406",0
"KIAA0408",0
"KIAA0411",0
"KIAA0415",0
"KIAA0416",0
"KIAA0417",0
"KIAA0418",0
"KIAA0420",0
"KIAA0426",0
"KIAA0427",0
"KIAA0430",0
"KIAA0432",0
"KIAA0436",0
"KIAA0439",0
"KIAA0452",0
"KIAA0453",0
"KIAA0454",0
"KIAA0461",0
"KIAA0462",0
"KIAA0467",0
"KIAA0470",0
"KIAA0472",0
"KIAA0474",0
"KIAA0485",0
"KIAA0494",0
"KIAA0494",0
"KIAA0513",0
"KIAA0514",0
"KIAA0515",0
"KIAA0516",0
"KIAA0521",0
"KIAA0523",0
"KIAA0524SARM",0
"KIAA0525",0
"KIAA0528",0
"KIAA0538",0
"KIAA0539",0
"KIAA0540",0
"KIAA0541",0
"KIAA0542",0
"KIAA0543",0
"KIAA0544",0
"KIAA0546",0
"KIAA0550",0
"KIAA0554",0
"KIAA0556",0
"KIAA0556",0
"KIAA0557",0
"KIAA0559",0
"KIAA0560",0
"KIAA0561",0
"KIAA0562",0
"KIAA0564",0
"KIAA0565",0
"KIAA0566",0
"KIAA0567",0
"KIAA0570",0
"KIAA0574",0
"KIAA0576",0
"KIAA0579",0
"KIAA0580",0
"KIAA0582",0
"KIAA0586",0
"KIAA0586",0
"KIAA0589",0
"KIAA0594",0
"KIAA0601",0
"KIAA0604",0
"KIAA0605",0
"KIAA0606",0
"KIAA0607",0
"KIAA0609",0
"KIAA0611",0
"KIAA0616",0
"KIAA0624",0
"KIAA0631",0
"KIAA0632",0
"KIAA0638",0
"KIAA0640",0
"KIAA0642",0
"KIAA0647",0
"KIAA0648",0
"KIAA0650",0
"KIAA0652",0
"KIAA0658",0
"KIAA0659",0
"KIAA0660",0
"KIAA0661",0
"KIAA0662",0
"KIAA0664",0
"KIAA0667",0
"KIAA0671",0
"KIAA0673",0
"KIAA0674",0
"KIAA0675",0
"KIAA0676",0
"KIAA0678",0
"KIAA0686",0
"KIAA0692",0
"KIAA0693",0
"KIAA0694",0
"KIAA0700",0
"KIAA0702",0
"KIAA0705",0
"KIAA0706",0
"KIAA0707",0
"KIAA0708",0
"KIAA0718",0
"KIAA0722",0
"KIAA0725",0
"KIAA0729",0
"KIAA0732",0
"KIAA0734",0
"KIAA0738",0
"KIAA0738",0
"KIAA0740",0
"KIAA0746",0
"KIAA0748",0
"KIAA0753",0
"KIAA0754",0
"KIAA0759",0
"KIAA0761",0
"KIAA0762",0
"KIAA0767",0
"KIAA0776",0
"KIAA0779",0
"KIAA0781",0
"KIAA0782",0
"KIAA0786",0
"KIAA0789",0
"KIAA0795",0
"KIAA0798",0
"KIAA0802",0
"KIAA0805",0
"KIAA0810",0
"KIAA0819",0
"KIAA0823",0
"KIAA0825",0
"KIAA0828",0
"KIAA0828",0
"KIAA0829",0
"KIAA0831",0
"KIAA0835",0
"KIAA0841",0
"KIAA0842",0
"KIAA0844",0
"KIAA0848",0
"KIAA0856",0
"KIAA0861",0
"KIAA0864",0
"KIAA0868",0
"KIAA0869",0
"KIAA0870",0
"KIAA0874",0
"KIAA0875",0
"KIAA0876",0
"KIAA0877",0
"KIAA0883",0
"KIAA0884",0
"KIAA0887",0
"KIAA0888",0
"KIAA0889",0
"KIAA0892",0
"KIAA0894",0
"KIAA0895",-0.5519
"KIAA0895L",0
"KIAA0902",0
"KIAA0903",0
"KIAA0905",0
"KIAA0907",0
"KIAA0907",0
"KIAA0909",0
"KIAA0910",0
"KIAA0912",0
"KIAA0913",0
"KIAA0917",0
"KIAA0922",0
"KIAA0927",0
"KIAA0930",0
"KIAA0931",0
"KIAA0944",0
"KIAA0948",0
"KIAA0951",0
"KIAA0953",0
"KIAA0956",0
"KIAA0958",0
"KIAA0961",0
"KIAA0962",0
"KIAA0967",0
"KIAA0974",0
"KIAA0976",0
"KIAA0980",0
"KIAA0981",0
"KIAA0983",0
"KIAA0986",0
"KIAA0987",0
"KIAA0995",0
"KIAA0998",0
"KIAA0999",0
"KIAA1005",0
"KIAA1005",0
"KIAA1006",0
"KIAA1008",0
"KIAA1009",0
"KIAA1010",0
"KIAA1012",0
"KIAA1014",0
"KIAA1024",0
"KIAA1026",0
"KIAA1028",0
"KIAA1030",0
"KIAA1033",0
"KIAA1034",0
"KIAA1043",0
"KIAA1045",0
"KIAA1050",0
"KIAA1053",0
"KIAA1054",0
"KIAA1056",0
"KIAA1057",0
"KIAA1059",0
"KIAA1060",0
"KIAA1064",0
"KIAA1066",0
"KIAA1067",0
"KIAA1075",0
"KIAA1076",0
"KIAA1078",0
"KIAA1081",0
"KIAA1083",0
"KIAA1086",0
"KIAA1089",0
"KIAA1097",0
"KIAA1102",0
"KIAA1103",0
"KIAA1107",0
"KIAA1108",0
"KIAA1109",0
"KIAA1110",0
"KIAA1112",0
"KIAA1117",0
"KIAA1118",0
"KIAA1119",0
"KIAA1120",0
"KIAA1125",0
"KIAA1126",0
"KIAA1127",0
"KIAA1134",0
"KIAA1137",0
"KIAA1138",0
"KIAA1140",0
"KIAA1141",0
"KIAA1142",0
"KIAA1143",0
"KIAA1147",-0.1318
"KIAA1151",0
"KIAA1152",0
"KIAA1153",0
"KIAA1154",0
"KIAA1155",0
"KIAA1155",0
"KIAA1156",0
"KIAA1157",0
"KIAA1161",-0.1485
"KIAA1166",0
"KIAA1169",0
"KIAA1170",0
"KIAA1179",0
"KIAA1181",0
"KIAA1184",0
"KIAA1185",0
"KIAA1186",0
"KIAA1191",0
"KIAA1193",0
"KIAA1194",0
"KIAA1198",0
"KIAA1199",0
"KIAA1199",0
"KIAA1199",0
"KIAA1200",0
"KIAA1202",0
"KIAA1203",0
"KIAA1204",0
"KIAA1205",0
"KIAA1210",-0.1956
"KIAA1211",0
"KIAA1211L",0
"KIAA1212",0
"KIAA1213",0
"KIAA1215",0
"KIAA1217",0
"KIAA1218",0
"KIAA1222",0
"KIAA1226",0
"KIAA1227",0
"KIAA1228",0
"KIAA1229",0
"KIAA1232",0
"KIAA1233",0
"KIAA1234",0
"KIAA1240",0
"KIAA1243",0
"KIAA1244",0
"KIAA1249",0
"KIAA1250",0
"KIAA1252",0
"KIAA1254",0
"KIAA1257",0
"KIAA1262",0
"KIAA1265",0
"KIAA1266",0
"KIAA1271",0
"KIAA1272",0
"KIAA1273",0
"KIAA1274",0
"KIAA1276",0
"KIAA1279",0
"KIAA1280",0
"KIAA1281",0
"KIAA1283",0
"KIAA1286",0
"KIAA1292",0
"KIAA1300",0
"KIAA1303",0
"KIAA1305",0
"KIAA1307",0
"KIAA1309",0
"KIAA1311",0
"KIAA1312",0
"KIAA1313",0
"KIAA1315",0
"KIAA1317",0
"KIAA1320",0
"KIAA1322",0
"KIAA1323",0
"KIAA1324",0
"KIAA1324L",-0.1172
"KIAA1325",0
"KIAA1328",0
"KIAA1329",0
"KIAA1330",0
"KIAA1333",0
"KIAA1333",0
"KIAA1338",0
"KIAA1342",0
"KIAA1344",0
"KIAA1348",0
"KIAA1355",0
"KIAA1356",0
"KIAA1359",0
"KIAA1360",0
"KIAA1361",0
"KIAA1363",0
"KIAA1364",0
"KIAA1367",0
"KIAA1370",0
"KIAA1370",0
"KIAA1371",0
"KIAA1372",0
"KIAA1373",0
"KIAA1374",0
"KIAA1376",0
"KIAA1382",0
"KIAA1383",0
"KIAA1384",0
"KIAA1386",0
"KIAA1389",0
"KIAA1390",0
"KIAA1392",0
"KIAA1393",0
"KIAA1394",0
"KIAA1399",0
"KIAA1402",0
"KIAA1407",0
"KIAA1409",0
"KIAA1411",0
"KIAA1411",0
"KIAA1413",0
"KIAA1414",0
"KIAA1417",0
"KIAA1424",0
"KIAA1426",0
"KIAA1427",0
"KIAA1429",0.1952
"KIAA1432",0
"KIAA1433",0
"KIAA1438",0
"KIAA1439",0
"KIAA1443",0
"KIAA1443",0
"KIAA1446",0
"KIAA1449",0
"KIAA1450",0
"KIAA1450",0
"KIAA1452",0
"KIAA1453",0
"KIAA1456",0.1144
"KIAA1457",0
"KIAA1458",0
"KIAA1462",0
"KIAA1462",0
"KIAA1463",0
"KIAA1464",0
"KIAA1467",0
"KIAA1468",0
"KIAA1468",0
"KIAA1470",0
"KIAA1473",0
"KIAA1477",0
"KIAA1481",0
"KIAA1484",0
"KIAA1486",0
"KIAA1494",0
"KIAA1503",0
"KIAA1505",0
"KIAA1509",0
"KIAA1513",0
"KIAA1514",0
"KIAA1515",0
"KIAA1522",0
"KIAA1523",0
"KIAA1524",0
"KIAA1524",0
"KIAA1529",0
"KIAA1530",0
"KIAA1533",0
"KIAA1537",0
"KIAA1539",0
"KIAA1543",0
"KIAA1546",0
"KIAA1548",0
"KIAA1549",-0.0239
"KIAA1549L",0
"KIAA1550",0
"KIAA1555",0
"KIAA1557",0
"KIAA1558",0
"KIAA1559",0
"KIAA1560",0
"KIAA1563",0
"KIAA1568",0
"KIAA1574",0
"KIAA1582",0
"KIAA1583",0
"KIAA1586",0
"KIAA1588",0
"KIAA1589",0
"KIAA1590",0
"KIAA1593",0
"KIAA1595",0
"KIAA1596",0
"KIAA1597",0
"KIAA1599",0
"KIAA1600",0
"KIAA1601",0
"KIAA1604",0
"KIAA1605",0
"KIAA1608",0
"KIAA1609",0
"KIAA1612",0
"KIAA1613",0
"KIAA1614",0
"KIAA1616",0
"KIAA1618",0
"KIAA1619",0
"KIAA1620",0
"KIAA1621",0
"KIAA1622",0
"KIAA1622",0
"KIAA1623",0
"KIAA1624",0
"KIAA1625",0
"KIAA1627",0
"KIAA1628",0
"KIAA1630",0
"KIAA1632",0
"KIAA1632",0
"KIAA1637",0
"KIAA1638",0
"KIAA1639",0
"KIAA1640",0
"KIAA1641",0
"KIAA1642",0
"KIAA1643",0
"KIAA1644",0
"KIAA1645",0
"KIAA1647",0
"KIAA1649",0
"KIAA1651",0
"KIAA1652",0
"KIAA1653",0
"KIAA1654",0
"KIAA1655",0
"KIAA1656",0
"KIAA1657",0
"KIAA1659",0
"KIAA1660",0
"KIAA1661",0
"KIAA1663",0
"KIAA1665",0
"KIAA1666",0
"KIAA1666",0
"KIAA1669",0
"KIAA1671",0
"KIAA1672",0
"KIAA1679",0
"KIAA1680",0
"KIAA1683",0
"KIAA1688",0
"KIAA1690",0
"KIAA1692",0
"KIAA1693",0
"KIAA1695",0
"KIAA1699",0
"KIAA1700",0
"KIAA1702",0
"KIAA1703",0
"KIAA1704",0
"KIAA1706",0
"KIAA1708",0
"KIAA1710",0
"KIAA1712",0
"KIAA1713",0
"KIAA1713",0
"KIAA1716",0
"KIAA1718",0
"KIAA1719",0
"KIAA1724",0
"KIAA1726",0
"KIAA1727",0
"KIAA1728",0
"KIAA1729",0
"KIAA1729",0
"KIAA1731",0
"KIAA1731",0
"KIAA1736",0
"KIAA1740",0
"KIAA1742",0
"KIAA1743",0
"KIAA1749",0
"KIAA1751",0
"KIAA1754L",0
"KIAA1755",0
"KIAA1758",0
"KIAA1761",0
"KIAA1763",0
"KIAA1765",0
"KIAA1768",0
"KIAA1772",0
"KIAA1794",0
"KIAA1794",0
"KIAA1794",0
"KIAA1822",0
"KIAA1822",0
"KIAA1841",0
"KIAA1841",0
"KIAA1856",0
"KIAA1881",0
"KIAA1913",0
"KIAA1914",0
"KIAA1914",0
"KIAA1919",0
"KIAA1920",0
"KIAA1946",0
"KIAA1946",0
"KIAA1949",0
"KIAA1958",-0.1855
"KIAA2013",0
"KIAA2013",0
"KIAA2013",0
"KIAA2018",0
"KIAA2018",0
"KIAA2022",-0.0959
"KIAA2026",-0.0545
"KIAA9001",0
"KIDINS220",0
"KIF11",0
"KIF12",-0.3335
"KIF13A",0
"KIF13B",0.2601
"KIF14",0
"KIF15",0
"KIF16B",0
"KIF17",0
"KIF18A",0
"KIF18B",0
"KIF19",0
"KIF1A",0
"KIF1A",0
"KIF1B",0
"KIF1BP",0
"KIF1C",0
"KIF20A",0
"KIF20B",0
"KIF21A",0
"KIF21B",0
"KIF22",0
"KIF23",0
"KIF24",0.1098
"KIF25",0
"KIF25-AS1",0.0428
"KIF26A",0
"KIF26B",0
"KIF27",-0.1121
"KIF27",-0.1121
"KIF2A",0
"KIF2B",0
"KIF2C",0
"KIF3A",0
"KIF3B",0
"KIF3C",0
"KIF4A",-0.3567
"KIF4B",0
"KIF5A",0
"KIF5B",0
"KIF5C",0
"KIF6",0
"KIF7",0
"KIF9",0
"KIFAP3",0
"KIFC1",-0.0793
"KIFC2",-0.1791
"KIFC3",0
"KIN",0
"KIN13A",0
"KIN27",0
"kinectin",0
"KIR-123FM",0
"Kir1.3",0
"KIR2DL1",0
"KIR2DL2",0
"KIR2DL3",0
"KIR2DL4",0
"KIR2DL4",0
"KIR2DL5.3",0
"KIR2DL5B",0
"KIR2DS1",0
"KIR2DS2",0
"KIR2DS3",0
"KIR2DS4",0
"KIR2DS5",0
"KIR3DL1",0
"KIR3DL2",0
"KIR3DS1",0
"Kir7.1",0
"KIRREL",0
"KIRREL2",0
"KIRREL2",0
"KIRREL3",0
"KISS1",0
"KISS1R",0
"KIT",0
"KITLG",0
"KITLG",0
"KITLG",0
"KIZ",0
"KKLF",0
"KL",0
"KLB",0
"KLC1",0
"KLC2",0
"KLC3",0
"KLC4",0
"KLF1",0
"KLF10",-0.1083
"KLF11",0
"KLF11",0
"KLF12",0
"KLF13",0
"KLF13",0
"KLF14",-0.0065
"KLF15",0
"KLF15",0
"KLF16",0
"KLF16",0
"KLF17",0
"KLF2",0
"KLF2",0
"KLF3",0
"KLF3",0
"KLF4",0.3511
"KLF5",0
"KLF5",0
"KLF6",0
"KLF6",0
"KLF7",0
"KLF8",-0.0571
"KLF8",-0.0571
"KLF9",-0.0148
"KLHDC1",0
"KLHDC1",0
"KLHDC10",0.0735
"KLHDC2",0
"KLHDC3",0
"KLHDC3",0
"KLHDC4",0
"KLHDC5",0
"KLHDC5",0
"KLHDC7A",0
"KLHDC7B",0
"KLHDC8A",0
"KLHDC8B",0
"KLHDC8B",0
"KLHDC9",0
"KLHL1",0
"KLHL10",0
"KLHL11",0
"KLHL12",0
"KLHL12",0
"KLHL12",0
"KLHL13",-0.7341
"KLHL14",0
"KLHL15",0.1639
"KLHL15",0.1639
"KLHL15",0.1639
"KLHL17",0
"KLHL18",0
"KLHL2",0
"KLHL20",0
"KLHL20",0
"KLHL21",0
"KLHL21",0
"KLHL22",0
"KLHL23",0
"KLHL24",0
"KLHL25",0
"KLHL26",0
"KLHL28",0
"KLHL29",0
"KLHL3",0
"KLHL30",0
"KLHL31",0
"KLHL32",0
"KLHL33",0
"KLHL34",-0.1622
"KLHL36",0
"KLHL38",-0.1219
"KLHL4",-0.3199
"KLHL4",-0.3199
"KLHL40",0
"KLHL41",0
"KLHL42",0
"KLHL5",0
"KLHL6",0
"KLHL7",0.1537
"KLHL7",0.1537
"KLHL8",0
"KLHL8",0
"KLHL9",-0.125
"KLHL9",-0.125
"KLK1",0
"KLK10",0
"KLK10",0
"KLK11",0
"KLK12",0
"KLK13",0
"KLK14",0
"KLK15",0
"KLK15",0
"KLK2",0
"KLK3",0
"KLK4",0
"KLK5",0
"KLK6",0
"KLK7",0
"KLK8",0
"KLK9",0
"KLKB1",0
"KLLN",0
"KLRA1",0
"KLRAQ1",0
"KLRB1",0
"KLRC1",0
"KLRC2",0
"KLRC3",0
"KLRC4",0
"KLRD1",0
"KLRF1",0
"KLRF2",0
"KLRG1",0
"KLRG2",-0.1394
"KMO",0
"KMO",0
"KMT2A",0
"KMT2B",0
"KMT2C",-0.1295
"KMT2D",0
"KMT2E",-0.0475
"KMT5B",0
"KMT5C",0
"KNDC1",0
"KNG1",0
"KNL1",0
"KNOP1",0
"KNP-I",0
"KNS2",0
"KNS2",0
"KNSL3",0
"KNSTRN",0
"KNTC1",0
"kop",0
"Kox1",0
"KPL1",0
"KP0.01",0
"KP0.02",0
"KP0.03",0
"KP0.04",0
"KP0.06",0
"KP0.07",0.1219
"KPNB1",0
"KPNB1",0
"KPNB2",0
"KPNB3",0
"KPRP",0
"KPTN",0
"KRAS",0
"KRAS",0
"KRBA1",-0.0872
"KRBA2",0
"KRBOX1",0
"KRBOX4",0.059
"KRCC1",0
"kremen",0
"KREMEN1",0
"KREMEN2",0
"KRI1",0
"KRIT1",0.0898
"KRML",0
"KRN1",0
"KRR1",0
"KRR1",0
"KRT1",0
"KRT10",0
"KRT12",0
"KRT13",0
"KRT14",0
"KRT15",0
"KRT16",0
"KRT16",0
"KRT16A",0
"KRT17",0
"KRT18",0
"KRT18",0
"KRT18",0
"KRT19",0
"KRT2",0
"KRT20",0
"KRT222",0
"KRT23",0
"KRT24",0
"KRT25",0
"KRT26",0
"KRT27",0
"KRT28",0
"KRT2A",0
"KRT3",0
"KRT31",0
"KRT32",0
"KRT33A",0
"KRT33B",0
"KRT34",0
"KRT35",0
"KRT36",0
"KRT37",0
"KRT38",0
"KRT38",0
"KRT39",0
"KRT4",0
"KRT40",0
"KRT5",0
"KRT6A",0
"KRT6B",0
"KRT6C",0
"KRT6E",0
"KRT6F",0
"KRT6L",0
"KRT7",0
"KRT71",0
"KRT72",0
"KRT73",0
"KRT74",0
"KRT75",0
"KRT76",0
"KRT77",0
"KRT77",0
"KRT78",0
"KRT79",0
"KRT8",0
"KRT8",0
"KRT80",0
"KRT80",0
"KRT81",0
"KRT82",0
"KRT83",0
"KRT84",0
"KRT85",0
"KRT86",0
"KRT8P11",-0.0928
"KRT9",0
"KRTAP1-1",0
"KRTAP1-1",0
"KRTAP1-3",0
"KRTAP1-3",0
"KRTAP1-4",0
"KRTAP1-5",0
"KRTAP1.1",0
"KRTAP1.3",0
"KRTAP1.5",0
"KRTAP10-1",0
"KRTAP10-10",0
"KRTAP10-11",0
"KRTAP10-12",0
"KRTAP10-2",0
"KRTAP10-3",0
"KRTAP10-6",0
"KRTAP10-8",0
"KRTAP10-9",0
"KRTAP11-1",0
"KRTAP12-1",0
"KRTAP12-2",0
"KRTAP12-3",0
"KRTAP12-4",0
"KRTAP13-1",0
"KRTAP13-2",0
"KRTAP13-3",0
"KRTAP13-4",0
"KRTAP15-1",0
"KRTAP16-1",0
"KRTAP16.1",0
"KRTAP17-1",0
"KRTAP19-1",0
"KRTAP19-1",0
"KRTAP19-1",0
"KRTAP19-2",0
"KRTAP19-3",0
"KRTAP19-4",0
"KRTAP19-5",0
"KRTAP19-6",0
"KRTAP19-7",0
"KRTAP19-8",0
"KRTAP2-1",0
"KRTAP2-2",0
"KRTAP2-4",0
"KRTAP2-4",0
"KRTAP2.1A",0
"KRTAP2.1B",0
"KRTAP20-1",0
"KRTAP20-2",0
"KRTAP20-3",0
"KRTAP21-1",0
"KRTAP21-2",0
"KRTAP21-3",0
"KRTAP22-1",0
"KRTAP22-2",0
"KRTAP23-1",0
"KRTAP24-1",0
"KRTAP25-1",0
"KRTAP26-1",0
"KRTAP27-1",0
"KRTAP29-1",0
"KRTAP3-1",0
"KRTAP3-2",0
"KRTAP3-3",0
"KRTAP3.1",0
"KRTAP3.2",0
"KRTAP3.3",0
"KRTAP4-10",0
"KRTAP4-10",0
"KRTAP4-11",0
"KRTAP4-12",0
"KRTAP4-14",0
"KRTAP4-2",0
"KRTAP4-3",0
"KRTAP4-4",0
"KRTAP4-5",0
"KRTAP4-7",0
"KRTAP4-8",0
"KRTAP4-9",0
"KRTAP4.10",0
"KRTAP4.13",0
"KRTAP4.14",0
"KRTAP4.15",0
"KRTAP4.2",0
"KRTAP4.3",0
"KRTAP4.5",0
"KRTAP4.7",0
"KRTAP4.8",0
"KRTAP4.9",0
"KRTAP5-1",0
"KRTAP5-10",0
"KRTAP5-11",0
"KRTAP5-2",0
"KRTAP5-3",0
"KRTAP5-4",0
"KRTAP5-5",0
"KRTAP5-6",0
"KRTAP5-7",0
"KRTAP5-8",0
"KRTAP5-9",0
"KRTAP6-1",0
"KRTAP6-2",0
"KRTAP6-3",0
"KRTAP7-1",0
"KRTAP8-1",0
"KRTAP9-1",0
"KRTAP9-2",0
"KRTAP9-3",0
"KRTAP9-4",0
"KRTAP9-6",0
"KRTAP9-7",0
"KRTAP9-8",0
"KRTAP9.2",0
"KRTAP9.3",0
"KRTAP9.4",0
"KRTAP9.8",0
"KRTAP9.9",0
"KRTCAP2",0
"KRTCAP3",0
"KRTDAP",0
"KRTHA1",0
"KRTHA2",0
"KRTHA3A",0
"KRTHA3B",0
"KRTHA4",0
"KRTHA6",0
"KRTHA7",0
"KRTHA8",0
"KRTHB1",0
"KRTHB3",0
"KRTHB5",0
"KSR1",0
"KTI12",0
"KTN1",0
"Kv4.3",0
"KV8.1",0
"KXD1",0
"KY",0
"KYAT1",0
"KYAT3",0
"KYNU",0
"L021366",0
"L021977",0
"L022316",0
"L031588",0
"L049226",0
"L049261",0
"L049370",0
"L049924",0
"L049942",0
"L050147",0
"L050166",0
"L050297",0
"L080214",0
"L080220",0
"L096714",0
"L096779",0
"L109698",0
"L13",0
"L17326",0
"L1CAM",-0.1998
"L1TD1",0
"L2DTL",0
"L2HGDH",0
"L30",0
"L3HYPDH",0
"L3MBTL1",0
"L3MBTL2",0
"L3MBTL2",0
"L3MBTL3",0
"L3MBTL3",0
"L3MBTL4",0
"L40520",0
"L6",0
"LA0024A",0
"LACC1",0
"LACE1",0
"LACRT",0
"LACS2",0
"LACS5",0
"LACTB",0
"LACTB2",0.387
"LAD1",0
"LAG3",0
"LAGE-2",0
"LAGE3",0.0498
"LAIR1",0
"LAIR1",0
"LAIR2",0
"LAK1",0
"LALBA",0
"LALP1",0
"LAMA1",0
"LAMA2",0
"LAMA3",0
"LAMA3",0
"LAMA4",0.0096
"LAMA4*-1",0
"LAMA5",0
"LAMB1",-0.3879
"LAMB2",0
"LAMB3",0
"LAMB4",1.4582
"LAMC1",0
"LAMC2",0
"LAMC3",-0.0177
"LAMP1",0
"LAMP1",0
"LAMP2",-0.0902
"LAMP3",0
"LAMP5",0
"LAMTOR1",0
"LAMTOR2",0
"LAMTOR3",0
"LAMTOR4",-0.0369
"LANCL1",0
"LANCL1",0
"lancl2",0
"LANCL2",0.1303
"LANCL3",-0.0386
"LANGERIN",0
"LAP3",0
"LAPTM4A",0
"LAPTM4B",0.1697
"LAPTM4B",0.1697
"LAPTM5",0
"LAPTM5",0
"LARGE",0
"LARGE1",0
"LARGE2",0
"LARP1",0
"LARP1B",0
"LARP4",0
"LARP4B",0
"LARP6",0
"LARP7",0
"LARS",0
"LARS2",0
"LAS1L",0.1589
"LASP1",0
"LASS2",0
"LASS3",0
"LASS4",0
"LASS5",0
"LASS6",0
"LASS6",0
"LAT",0
"LAT1-3TM",0
"LAT2",-0.0661
"LAT2",-0.0661
"LAT2",-0.0661
"LATS1",0.2382
"LATS2",0
"LATS2",0
"LAX1",0
"LAYN",0
"LBC",0
"LBH",0
"LBH",0
"LBP",0
"LBP-9",0
"LBR",0
"LBX1",0
"LBX1",0
"LBX2",0
"LC27",0
"LCA10",-0.2394
"LCA5",0
"LCA5L",0
"LCAT",0
"LCB2",0
"LCE1A",0
"LCE1A",0
"LCE1B",0
"LCE1C",0
"LCE1D",0
"LCE1E",0
"LCE1F",0
"LCE2A",0
"LCE2B",0
"LCE2B",0
"LCE2C",0
"LCE2C",0
"LCE2D",0
"LCE3A",0
"LCE3B",0
"LCE3C",0
"LCE3D",0
"LCE3E",0
"LCE4A",0
"LCE5A",0
"LCE6A",0
"LCK",0
"LCLAT1",0
"LCMT1",0
"LCMT2",0
"LCN1",-0.0745
"LCN10",-0.1652
"LCN12",-0.166
"LCN15",-0.2142
"LCN2",0.1144
"LCN6",-0.1899
"LCN8",0.017
"LCN9",-0.3415
"LCNL1",0.0858
"LCOR",0
"LCOR",0
"LCORL",0
"LCORL",0
"LCORL",0
"LCP",0
"LCP1",0
"LCP2",0
"LCT",0
"LCTL",0
"LDAH",0
"LDB1",0
"LDB2",0
"LDB3",0
"LDHA",0
"LDHA",0
"LDHA",0
"LDHAL6A",0
"LDHAL6B",0
"LDHB",0
"LDHC",0
"LDHD",0
"LDLR",0
"LDLR",0
"LDLR-FUT",0
"LDLRAD1",0
"LDLRAD2",0
"LDLRAD3",0
"LDLRAD4",0
"LDLRAP1",0
"LDOC1",-0.3494
"LDOC1L",0
"LEAP-1",0
"LEAP2",0
"LEC3",0
"LECT1",0
"LECT2",0
"LEF1",0
"LEF1",0
"LEFTY1",0
"LEFTY2",0
"LEKR1",0
"LELP1",0
"LEMD1",0
"LEMD2",0
"LEMD3",0
"LENEP",0
"LENG1",0
"LENG5",0
"LENG8",0
"LENG9",0
"LEO1",0
"LEP",-0.2601
"LEP503",0
"LEPR",0
"LEPREL1",0
"LEPREL2",0
"LEPROT",0
"LEPROTL1",-0.0391
"LETM1",0
"LETM2",0.0263
"LETMD1",0
"LEUTX",0
"LFNG",-0.1674
"LGALS1",0
"LGALS12",0
"LGALS13",0
"LGALS14",0
"LGALS16",0
"LGALS2",0
"LGALS3",0
"LGALS3BP",0
"LGALS4",0
"LGALS7",0
"LGALS7B",0
"LGALS8",0
"LGALS9",0
"LGALS9B",0
"LGALS9C",0
"LGALSL",0
"LGI1",0
"LGI2",0
"LGI3",-0.0777
"LGI4",0
"LGMN",0
"LGR4",0
"LGR5",0
"LGR6",0
"LGS",0
"LGSN",0
"LGTN",0
"LHB",0
"LHCGR",0
"LHFP",0
"LHFPL1",-0.1888
"LHFPL2",0
"LHFPL2",0
"LHFPL3",0.0062
"LHFPL4",0
"LHFPL5",0
"LHPP",0
"LHPP",0
"LHX1",0
"LHX2",0.1073
"LHX3",0.0377
"LHX4",0
"LHX5",0
"LHX6",-0.219
"LHX6",-0.219
"LHX8",0
"LHX9",0
"LIAS",0
"LIBC",0
"LIECG3",0
"LIF",0
"LIF",0
"LIFR",0
"lig-1",0
"LIG1",0
"LIG3",0
"LIG4",0
"LILI0.0",0
"LILRA1",0
"LILRA2",0
"LILRA3",0
"LILRA4",0
"LILRA5",0
"LILRB1",0
"LILRB2",0
"LILRB3",0
"LILRB4",0
"LILRB5",0
"LIM2",0
"LIMA1",0
"LIMCH1",0
"LIMD1",0
"LIMD1-AS1",0.1128
"LIMD2",0
"LIME1",0
"LIMK1",-0.2091
"LIMK2",0
"LIMS1",0
"LIMS2",0
"LIMS3",0
"LIN-7-C",0
"LIN-7B",0
"LIN28A",0
"LIN28B",0
"LIN28B",0
"LIN37",0
"LIN52",0
"LIN54",0
"LIN7A",0
"LIN7B",0
"LIN7C",0
"LIN9",0
"LINC00094",0.0998
"LINC00113",0
"LINC00174",-0.1461
"LINC00208",0.2342
"LINC00242",-0.3336
"LINC00268",-0.1858
"LINC00340",0
"LINC00474",0.0229
"LINC00476",-0.1157
"LINC00525",-0.125
"LINC00529",-0.3701
"LINC00537",-0.0412
"LINC00568",0
"LINC00707",0
"LINC00889",-0.1427
"LINC00963",0
"LINC00965",-0.1427
"LINC00998",-0.1883
"LINC01000",-0.1103
"LINC01001",-0.0789
"LINC01002",0.1165
"LINC01287",0.0922
"LINC01446",0.1152
"LINC01503",-0.0529
"LINC01558",0.07
"LINC01560",-0.1068
"LINC01602",0.0076
"LINGO1",0
"LINGO2",0.1361
"LINGO3",0
"LINGO4",0
"LIPA",0
"LIPC",0
"LIPE",0
"LIPF",0
"LIPG",0
"LIPG",0
"LIPH",0
"LIPI",0
"LIPJ",0
"LIPK",0
"LIPM",0
"LIPN",0
"LIPT1",0
"LIPT2",0
"LIR-6",0
"LIS1",0
"LISCH7",0
"LITAF",0
"LIVIN",0
"LIX1",0
"LIX1L",0
"LLGL2",0
"LLGL2",0
"LLPH",0
"LLT1",0
"LMAN1",0
